Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0932777N;Ecole Espace l'Art à Palabres;ECOLE ELEMENTAIRE PRIVEE;ESPACE L'ART A PALABRES;Privé;27 rue Pierre de Montreuil;;;93100;MONTREUIL;Montreuil;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;3;A OUVRIR;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2020-09-01
0942411K;Ecole maternelle Montessori de Vincennes;ECOLE MATERNELLE PRIVEE;MONTESSORI VINCENNES;Privé;166 rue Diderot;;;94300;VINCENNES;Vincennes;659648.5;6861252.6;EPSG:2154;48.85005126059854;2.4501199785251457;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94080;Val-de-Marne;Ile-de-France;Créteil;48.8500512606,2.45011997853;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2017-10-19
0754244F;E.M.PU JOSEPH DE MAISTRE 94 rue Joseph de Maistre;ECOLE MATERNELLE PUBLIQUE;JOSEPH DE MAISTRE;Public;94 rue Joseph de Maistre;;;75018;PARIS;Paris 18e  Arrondissement;650898.3;6866128.1;EPSG:2154;48.89328807886064;2.3303205498747004;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;75;11;01;75118;Paris;Ile-de-France;Paris;48.8932880789,2.33032054987;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-13
0754309B;E.M.PU MAROC 34 rue du Maroc;ECOLE MATERNELLE PUBLIQUE;MAROC;Public;34 rue du Maroc;;;75019;PARIS;Paris 19e  Arrondissement;653635.7;6865424.7;EPSG:2154;48.88716560804983;2.3677300812976614;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;75;11;01;75119;Paris;Ile-de-France;Paris;48.887165608,2.3677300813;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1989-09-01
0781916J;Collège Sully;COLLEGE;SULLY;Public;8 chemin des Closeaux;;;78710;ROSNY SUR SEINE;Rosny-sur-Seine;600840.6;6878868.0;EPSG:2154;49.00207101491174;1.6447206340052523;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;78;11;25;78531;Yvelines;Ile-de-France;Versailles;49.0020710149,1.64472063401;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0783546F;Collège Franco Allemand;COLLEGE;FRANCO ALLEMAND;Public;5 RUE COLLIN MAMET;;;78530;BUC;Buc;635452.8;6852621.0;EPSG:2154;48.770457439963145;2.121729475081573;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;78;11;25;78117;Yvelines;Ile-de-France;Versailles;48.77045744,2.12172947508;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2005-09-01
0920606J;Ecole élémentaire publique Madeleine Michelis B;ECOLE ELEMENTAIRE PUBLIQUE;MADELEINE MICHELIS B;Public;56 rue Madeleine Michelis;;;92200;NEUILLY SUR SEINE;Neuilly-sur-Seine;647122.3;6865272.0;EPSG:2154;48.885290480788896;2.278930500338873;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;2;A FERMER;92;11;25;92051;Hauts-de-Seine;Ile-de-France;Versailles;48.8852904808,2.27893050034;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0921590D;Collège Jules Verne;COLLEGE;JULES VERNE;Public;99  ROUTE DE L EMPEREUR;;;92500;RUEIL MALMAISON;Rueil-Malmaison;639805.9;6863200.7;EPSG:2154;48.86602177597054;2.1794602821603366;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92063;Hauts-de-Seine;Ile-de-France;Versailles;48.866021776,2.17946028216;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-03-20
0921622N;Collège Auguste Renoir;COLLEGE;AUGUSTE RENOIR;Public;1 villa ROUVEYROL;;;92600;ASNIERES SUR SEINE;Asnières-sur-Seine;647489.4;6869440.7;EPSG:2154;48.922807354057994;2.283420336744259;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92004;Hauts-de-Seine;Ile-de-France;Versailles;48.9228073541,2.28342033674;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-04-25
0950037Z;Collège Jean Zay;COLLEGE;JEAN ZAY;Public;6  RUE PIERRE CURIE;;;95210;ST GRATIEN;Saint-Gratien;647271.1;6874037.9;EPSG:2154;48.964128080586896;2.2798693734022955;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;95;11;25;95555;Val-d'Oise;Ile-de-France;Versailles;48.9641280806,2.2798693734;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0951672B;Collège Léonard de Vinci;COLLEGE;LEONARD DE VINCI;Public;79 rue DE PIERRELAYE LA BUTTE;;;95610;ERAGNY SUR OISE;Eragny;634945.8;6880622.9;EPSG:2154;49.0222082845895;2.1105398209317325;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;95;11;25;95218;Val-d'Oise;Ile-de-France;Versailles;49.0222082846,2.11053982093;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-09-01
0951673C;Lycée polyvalent Gustave Eiffel, Lycée des métiers de l'électricité et des services aux entreprises;LPO LYCEE DES METIERS;GUSTAVE EIFFEL;Public;9 allée JEAN DE FLORETTE;;;95120;ERMONT;Ermont;644616.9;6876271.1;EPSG:2154;48.983985483435035;2.243330267629268;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;95;11;25;95219;Val-d'Oise;Ile-de-France;Versailles;48.9839854834,2.24333026763;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-09-01
0750603Y;E.M.PU BRUXELLES 34 rue de Bruxelles;ECOLE MATERNELLE PUBLIQUE;BRUXELLES;Public;34 rue de Bruxelles;;;75009;PARIS;Paris  9e  Arrondissement;650759.4;6864978.1;EPSG:2154;48.88293594895723;2.3285596025285265;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;75;11;01;75109;Paris;Ile-de-France;Paris;48.882935949,2.32855960253;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-18
0751280J;E.M.PU PASSY 25 rue de Passy;ECOLE MATERNELLE PUBLIQUE;PASSY;Public;25 rue de Passy;;;75016;PARIS;Paris 16e  Arrondissement;647336.0;6862238.3;EPSG:2154;48.85802679557714;2.282220511855932;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;75;11;01;75116;Paris;Ile-de-France;Paris;48.8580267956,2.28222051186;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0752778M;E.E.PU ALESIA M 188 rue d'Alésia;ECOLE ELEMENTAIRE PUBLIQUE;ALESIA M;Public;188 rue d'Alésia;;;75014;PARIS;Paris 14e  Arrondissement;649518.9;6859380.6;EPSG:2154;48.8325023679266;2.312309822538577;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;75;11;01;75114;Paris;Ile-de-France;Paris;48.8325023679,2.31230982254;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0754869K;E.M.PU MARTEL K 9 rue Martel;ECOLE MATERNELLE PUBLIQUE;MARTEL K;Public;9 rue Martel;;;75010;PARIS;Paris 10e  Arrondissement;652536.9;6863966.4;EPSG:2154;48.87397147590532;2.3529093771715277;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;75;11;01;75110;Paris;Ile-de-France;Paris;48.8739714759,2.35290937717;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
0783769Y;FOREST INTERNATIONAL SCHOOL;ECOLE ELEMENTAIRE PRIVEE;;Privé;28  rue du tour d'echelle;;;78750;MAREIL MARLY;Mareil-Marly;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;3;A OUVRIR;78;11;25;78367;Yvelines;Ile-de-France;Versailles;;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2020-08-01
0922751R;Collège privé Beth Hilel;COLLEGE PRIVE;BETH HILEL;Privé;89 rue Carnot;;;92300;LEVALLOIS PERRET;Levallois-Perret;647547.5;6866148.8;EPSG:2154;48.893209947027266;2.2846201235449097;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92044;Hauts-de-Seine;Ile-de-France;Versailles;48.893209947,2.28462012354;31;CONTRAT ASSOCIATION PARTIE DES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2014-09-01
0922798S;Ecole secondaire privée  international scolaire - Open Sky International;ECOLE SECONDAIRE PRIVEE;OPEN SKY INTERNATIONAL;Privé;119 rue de Paris;;;92100;BOULOGNE BILLANCOURT;Boulogne-Billancourt;643913.8;6860429.2;EPSG:2154;48.841468993218314;2.235819370769631;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92012;Hauts-de-Seine;Ile-de-France;Versailles;48.8414689932,2.23581937077;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2017-09-01
0922879E;Ecole générale et technologique privée Iféa Emilie du Châtelet;ECOLE GEN.ET TECHNOL.PRIVEE;IFEA EMILIE DU CHATELET;Privé;28 rue Petit;;;92110;CLICHY;Clichy;;;;;;;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;92;11;25;92024;Hauts-de-Seine;Ile-de-France;Versailles;;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2020-02-07
0942444W;Collège Paris Football Club Academy;ECOLE SECONDAIRE PRIVEE;PARIS FOOTBALL CLUB ACADEMY;Privé;10 rue des Hautes Bornes;;;94310;ORLY;Orly;656469.0;6850099.9;EPSG:2154;48.74954348119037;2.407933242758094;Parfaite;Numéro de rue;340;COLLEGE;2;A FERMER;94;11;24;94054;Val-de-Marne;Ile-de-France;Créteil;48.7495434812,2.40793324276;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2019-09-01
0750694X;Lycée général Camille Sée;LYCEE GENERAL;CAMILLE SEE;Public;11 rue Léon Lhermitte;;;75015;PARIS;Paris 15e  Arrondissement;648400.3;6860553.1;EPSG:2154;48.84295808360027;2.2969300237840558;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;75;11;01;75115;Paris;Ile-de-France;Paris;48.8429580836,2.29693002378;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0755859L;Lycée Sudbury School Paris;ECOLE 2D DEGRE GENERAL PRIVEE;SUDBURY SCHOOL PARIS;Privé;2 rue du Dessous des Berges;;;75013;PARIS;Paris 13e  Arrondissement;654152.4;6858430.9;EPSG:2154;48.824307826643604;2.3755302700214824;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;75;11;01;75113;Paris;Ile-de-France;Paris;48.8243078266,2.37553027002;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2016-09-01
0770032S;Collège Parc Frot;COLLEGE;PARC FROT;Public;11 rue LOUIS BRAILLE;;142;77107;MEAUX CEDEX;Meaux;690621.1;6873886.7;EPSG:2154;48.96486217787811;2.8719101321233977;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77284;Seine-et-Marne;Ile-de-France;Créteil;48.9648621779,2.87191013212;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770051M;Collège Jean-Baptiste Vermay;COLLEGE;JEAN-BAPTISTE VERMAY;Public;1 avenue du Général de Gaulle;;;77220;TOURNAN EN BRIE;Tournan-en-Brie;681723.5;6849317.9;EPSG:2154;48.74371923487664;2.751450282672002;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77470;Seine-et-Marne;Ile-de-France;Créteil;48.7437192349,2.75145028267;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770922J;Lycée général et technologique Gaston Bachelard;LYCEE GENERAL ET TECHNOLOGIQUE;GASTON BACHELARD;Public;32 avenue de l'Europe;;2510;77505;CHELLES CEDEX;Chelles;671475.5;6864776.5;EPSG:2154;48.88237390578761;2.6110497930325334;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;77;11;24;77108;Seine-et-Marne;Ile-de-France;Créteil;48.8823739058,2.61104979303;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770927P;Lycée général international François 1er;LYCEE GENERAL;INTERNATIONAL FRANCOIS 1ER;Public;11 rue Victor Hugo;;;77300;FONTAINEBLEAU;Fontainebleau;677438.7;6812177.3;EPSG:2154;48.40949342600699;2.695130151970811;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;77;11;24;77186;Seine-et-Marne;Ile-de-France;Créteil;48.409493426,2.69513015197;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770933W;Lycée général et technologique Jacques Amyot;LYCEE GENERAL ET TECHNOLOGIQUE;JACQUES AMYOT;Public;6 bis rue Michelet;;;77000;MELUN;Melun;674873.4;6827379.5;EPSG:2154;48.546158057669615;2.659580151427274;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;77;11;24;77288;Seine-et-Marne;Ile-de-France;Créteil;48.5461580577,2.65958015143;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770942F;Lycée polyvalent Thibaut de Champagne;LYCEE POLYVALENT;THIBAUT DE CHAMPAGNE;Public;3 rue du Collège;;213;77160;PROVINS;Provins;721619.1;6828976.5;EPSG:2154;48.56065035720904;3.292980336789154;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;77;11;24;77379;Seine-et-Marne;Ile-de-France;Créteil;48.5606503572,3.29298033679;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770943G;Lycée professionnel Benjamin Franklin - Lycée des métiers du bâtiment;LP LYCEE DES METIERS;BENJAMIN FRANKLIN;Public;Rue DE LA FORET - LA ROCHETTE;;;77000;LA ROCHETTE;La Rochette;675175.1;6823526.2;EPSG:2154;48.51150682965417;2.663889803880019;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;77;11;24;77389;Seine-et-Marne;Ile-de-France;Créteil;48.5115068297,2.66388980388;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0770945J;Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique;LP LYCEE DES METIERS;GUSTAVE EIFFEL;Public;4 avenue D'ORMES;;4;77130;VARENNES SUR SEINE;Varennes-sur-Seine;694605.9;6808080.9;EPSG:2154;48.37300892433571;2.927160486396581;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;77;11;24;77482;Seine-et-Marne;Ile-de-France;Créteil;48.3730089243,2.9271604864;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0771171E;Lycée professionnel Louis Lumière - Lycée des métiers de l'électricité - Lycée des métiers du commerce;LP LYCEE DES METIERS;LOUIS LUMIERE;Public;04 rue LOUIS LUMIERE;;80;77501;CHELLES CEDEX;Chelles;671564.2;6864469.4;EPSG:2154;48.87961610858394;2.6122798173260353;Correcte;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;77;11;24;77108;Seine-et-Marne;Ile-de-France;Créteil;48.8796161086,2.61227981733;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-24
0771361L;Collège Louis Braille;COLLEGE;LOUIS BRAILLE;Public;27 rue LOUIS BRAILLE;;;77450;ESBLY;Esbly;685662.0;6866266.7;EPSG:2154;48.89624729774913;2.8044404894164527;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77171;Seine-et-Marne;Ile-de-France;Créteil;48.8962472977,2.80444048942;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-19
0771419Z;Collège Jean Moulin;COLLEGE;JEAN MOULIN;Public;Rue Jean Moulin;;121;77344;PONTAULT COMBAULT CEDEX;Pontault-Combault;670358.8;6854199.5;EPSG:2154;48.787201690782645;2.5965599924035914;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77373;Seine-et-Marne;Ile-de-France;Créteil;48.7872016908,2.5965599924;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-09
0771424E;Collège Lucien Cezard;COLLEGE;LUCIEN CEZARD;Public;7 rue FELIX HERBET;;;77300;FONTAINEBLEAU;Fontainebleau;678280.7;6812342.5;EPSG:2154;48.411008345516485;2.7064996563862196;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77186;Seine-et-Marne;Ile-de-France;Créteil;48.4110083455,2.70649965639;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-09
0771472G;Collège le Moulin à Vent;COLLEGE;LE MOULIN A VENT;Public;12 rue DU MOULIN A VENT;;;77400;THORIGNY SUR MARNE;Thorigny-sur-Marne;678837.3;6865623.3;EPSG:2154;48.89027312418028;2.7113894965552903;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77464;Seine-et-Marne;Ile-de-France;Créteil;48.8902731242,2.71138949656;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-22
0771475K;Collège les Aulnes;COLLEGE;LES AULNES;Public;Avenue DU PALOISEL;;;77380;COMBS LA VILLE;Combs-la-Ville;667785.0;6840275.0;EPSG:2154;48.661839743531004;2.562579116940276;MANUEL;BATIMENT;340;COLLEGE;1;OUVERT;77;11;24;77122;Seine-et-Marne;Ile-de-France;Créteil;48.6618397435,2.56257911694;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-22
0771621U;Collège Honoré de Balzac;COLLEGE;HONORE DE BALZAC;Public;4 rue JULES VERNE;;55;77793;NEMOURS CEDEX;Nemours;678823.6;6795866.4;EPSG:2154;48.26279124377396;2.714640597774748;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77333;Seine-et-Marne;Ile-de-France;Créteil;48.2627912438,2.71464059777;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-04-24
0771667U;Collège Mon Plaisir;COLLEGE;MON PLAISIR;Public;6 rue DE LA CHAPELLE;;34;77580;CRECY LA CHAPELLE;Crécy-la-Chapelle;693799.5;6862148.3;EPSG:2154;48.8593402064754;2.915489832424717;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77142;Seine-et-Marne;Ile-de-France;Créteil;48.8593402065,2.91548983242;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-05
0771770F;Collège Jacques Prévert;COLLEGE;JACQUES PREVERT;Public;Chemin DU BOIS DES NOUES;;;77510;REBAIS;Rebais;717539.6;6861014.4;EPSG:2154;48.84893389773529;3.2390098411784085;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77385;Seine-et-Marne;Ile-de-France;Créteil;48.8489338977,3.23900984118;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-10
0771940R;Lycée polyvalent de Noisiel;LYCEE POLYVALENT;DE NOISIEL;Public;1 avenue Pierre Mendès France;;225;77186;NOISIEL;Noisiel;671783.2;6860332.2;EPSG:2154;48.84241962772322;2.6155404739138315;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;77;11;24;77337;Seine-et-Marne;Ile-de-France;Créteil;48.8424196277,2.61554047391;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1981-09-01
0771991W;Collège Louis Aragon;COLLEGE;LOUIS ARAGON;Public;Allée DE LA CARAVELLE;;;77200;TORCY;Torcy;673870.7;6860855.7;EPSG:2154;48.84721559942379;2.643950514506636;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77468;Seine-et-Marne;Ile-de-France;Créteil;48.8472155994,2.64395051451;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1982-09-15
0772226B;Collège Jacques-Yves Cousteau;COLLEGE;JACQUES-YVES COUSTEAU;Public;3 place DU CLOS ST GEORGES;;;77600;BUSSY ST GEORGES;Bussy-Saint-Georges;678262.3;6860310.3;EPSG:2154;48.84247380671618;2.703819671090474;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77058;Seine-et-Marne;Ile-de-France;Créteil;48.8424738067,2.70381967109;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1989-09-01
0772292Y;Lycée polyvalent Martin Luther King;LYCEE GENERAL ET TECHNOLOGIQUE;MARTIN LUTHER KING;Public;21 avenue du Général de Gaulle;;;77600;BUSSY ST GEORGES;Bussy-Saint-Georges;679296.9;6860034.2;EPSG:2154;48.84002483297081;2.7179296097548233;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;77;11;24;77058;Seine-et-Marne;Ile-de-France;Créteil;48.840024833,2.71792960975;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-01
0772295B;Lycée polyvalent la Tour des Dames;LYCEE POLYVALENT;LA TOUR DES DAMES;Public;Rue DE VILPRES;;;77540;ROZAY EN BRIE;Rozay-en-Brie;697750.8;6842022.5;EPSG:2154;48.67835660501066;2.969450479544048;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;77;11;24;77393;Seine-et-Marne;Ile-de-France;Créteil;48.678356605,2.96945047954;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-01
0772296C;Lycée polyvalent de la Mare Carrée;LYCEE POLYVALENT;DE LA MARE CARREE;Public;Rue du Lycée;;70;77552;MOISSY CRAMAYEL CEDEX;Moissy-Cramayel;668807.0;6836504.3;EPSG:2154;48.62797342993975;2.5767301859492147;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;77;11;24;77296;Seine-et-Marne;Ile-de-France;Créteil;48.6279734299,2.57673018595;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-01
0772427V;Collège Christine de Pisan;COLLEGE;CHRISTINE DE PISAN;Public;9 rue DE FLEURY;;;77930;PERTHES;Perthes;667195.1;6819307.8;EPSG:2154;48.473204146450065;2.5561697167226725;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77359;Seine-et-Marne;Ile-de-France;Créteil;48.4732041465,2.55616971672;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1995-09-01
0772573D;Collège Erik Satie;COLLEGE;ERIK SATIE;Public;Avenue DES MARTYRS DE CHATEAUBRIANT;;;77290;MITRY MORY;Mitry-Mory;670106.7;6873943.1;EPSG:2154;48.96474283210485;2.5917393896640224;Correcte;Rue;340;COLLEGE;1;OUVERT;77;11;24;77294;Seine-et-Marne;Ile-de-France;Créteil;48.9647428321,2.59173938966;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2001-09-01
0772574E;Collège Vasco de Gama;COLLEGE;VASCO DE GAMA;Public;25 rue GUINEBERT;;;77140;ST PIERRE LES NEMOURS;Saint-Pierre-lès-Nemours;675780.0;6797619.2;EPSG:2154;48.278455794262435;2.67352980572331;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77431;Seine-et-Marne;Ile-de-France;Créteil;48.2784557943,2.67352980572;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
0772651N;Collège Le Vieux Chêne;COLLEGE;LE VIEUX CHENE;Public;1 chemin DU BICHERET;;;77700;CHESSY;Chessy;682774.1;6863601.4;EPSG:2154;48.872207606141586;2.765160038626866;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77111;Seine-et-Marne;Ile-de-France;Créteil;48.8722076061,2.76516003863;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-09-01
0772713F;Collège Jacqueline de Romilly;COLLEGE;JACQUELINE DE ROMILLY;Public;44 rue des Grouettes;;;77700;MAGNY LE HONGRE;Magny-le-Hongre;686273.4;6863173.0;EPSG:2154;48.86843906025624;2.812879485284104;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;77;11;24;77268;Seine-et-Marne;Ile-de-France;Créteil;48.8684390603,2.81287948528;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2008-09-01
0781950W;Lycée polyvalent Louise Weiss;LYCEE POLYVALENT;LOUISE WEISS;Public;201 avenue du Général de Gaulle;;;78260;ACHERES;Achères;632176.7;6874902.1;EPSG:2154;48.970483670739384;2.0736000517354736;Correcte;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;78;11;25;78005;Yvelines;Ile-de-France;Versailles;48.9704836707,2.07360005174;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-01
0782546U;Lycée général et technologique Le Corbusier;LYCEE GENERAL ET TECHNOLOGIQUE;LE CORBUSIER;Public;88 rue de Villiers;;;78300;POISSY;Poissy;628661.7;6869877.4;EPSG:2154;48.92492226371228;2.026439494134395;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;78;11;25;78498;Yvelines;Ile-de-France;Versailles;48.9249222637,2.02643949413;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0783689L;Ecole élémentaire privée Cours Charles Péguy;ECOLE ELEMENTAIRE PRIVEE;COURS CHARLES PEGUY;Privé;106 rue Voltaire;;;78500;SARTROUVILLE;Sartrouville;639433.7;6871730.8;EPSG:2154;48.94269232737936;2.173169453029449;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;78;11;25;78586;Yvelines;Ile-de-France;Versailles;48.9426923274,2.17316945303;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2016-09-01
0930100D;Collège Eric Tabarly;COLLEGE;ERIC TABARLY;Public;30 avenue Albert Thomas;;;93320;LES PAVILLONS SOUS BOIS;Les Pavillons-sous-Bois;663306.6;6866670.1;EPSG:2154;48.8989889090983;2.4995004915654904;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93057;Seine-Saint-Denis;Ile-de-France;Créteil;48.8989889091,2.49950049157;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
