Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0781845G;Lycée général et technologique Jules Ferry;LYCEE GENERAL ET TECHNOLOGIQUE;JULES FERRY;Public;7 rue Bouyssel;;15;78700;CONFLANS STE HONORINE;Conflans-Sainte-Honorine;633795.3;6878012.5;EPSG:2154;48.99861973360167;2.0952197998024764;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;78;11;25;78172;Yvelines;Ile-de-France;Versailles;48.9986197336,2.0952197998;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1988-09-01
0781886B;Collège Catherine de Vivonne;COLLEGE;CATHERINE DE VIVONNE;Public;Rue de Clairefontaine;;79;78513;RAMBOUILLET CEDEX;Rambouillet;615405.3;6839095.3;EPSG:2154;48.64649818002982;1.8516606055233737;Correcte;Rue;340;COLLEGE;1;OUVERT;78;11;25;78517;Yvelines;Ile-de-France;Versailles;48.64649818,1.85166060552;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1990-09-01
0781948U;Lycée polyvalent Antoine Lavoisier;LYCEE POLYVALENT;ANTOINE LAVOISIER;Public;40 boulevard de la République;;;78440;PORCHEVILLE;Porcheville;610329.2;6875550.0;EPSG:2154;48.973633074621354;1.7750893340292249;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;78;11;25;78501;Yvelines;Ile-de-France;Versailles;48.9736330746,1.77508933403;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-01
0782441E;Ecole maternelle Blaise Pascal;ECOLE MATERNELLE PUBLIQUE;BLAISE PASCAL;Public;19 rue Blaise Pascal;;;78300;POISSY;Poissy;628983.6;6869170.3;EPSG:2154;48.91859963099864;2.0309504715044864;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;78;11;25;78498;Yvelines;Ile-de-France;Versailles;48.918599631,2.0309504715;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0782539L;Lycée général et technologique Saint-Exupéry;LYCEE GENERAL ET TECHNOLOGIQUE;ST EXUPERY;Public;8 rue Marcel Fouque;;;78201;MANTES LA JOLIE CEDEX;Mantes-la-Jolie;604409.6;6878298.8;EPSG:2154;48.99749434389804;1.6936202284169901;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;78;11;25;78361;Yvelines;Ile-de-France;Versailles;48.9974943439,1.69362022842;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0783122V;Maison de La Légion d'Honneur Les Loges;COLLEGE;LES LOGES;Public;;;80866;78108;ST GERMAIN EN LAYE CEDEX;Saint-Germain-en-Laye;633562.1;6866936.4;EPSG:2154;48.89900097191542;2.093770233482128;Moyenne;Ville;340;COLLEGE;1;OUVERT;78;11;25;78551;Yvelines;Ile-de-France;Versailles;48.8990009719,2.09377023348;99;SANS OBJET;10;JUSTICE;1966-06-28
0783252L;Collège Charles Peguy;COLLEGE;CHARLES PEGUY;Public;23 avenue Charles de Gaulle;LE CHESNAY;;78150;LE CHESNAY ROCQUENCOURT;Le Chesnay-Rocquencourt;635445.7;6858833.3;EPSG:2154;48.82632467812417;2.1206916239672076;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;78;11;25;78158;Yvelines;Ile-de-France;Versailles;48.8263246781,2.12069162397;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-24
0783378Y;Collège Ariane;COLLEGE;ARIANE;Public;1 place DES FRERES VOISINS;;;78280;GUYANCOURT;Guyancourt;631600.2;6852331.1;EPSG:2154;48.76745339684674;2.06935973886746;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;78;11;25;78297;Yvelines;Ile-de-France;Versailles;48.7674533968,2.06935973887;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
0783431F;Lycée polyvalent Jules Verne, lycée des métiers de l'artisanat d'art dans les professions du spectacle;LPO LYCEE DES METIERS;JULES VERNE;Public;2 rue DE LA CONSTITUANTE;;;78500;SARTROUVILLE;Sartrouville;638430.8;6871791.1;EPSG:2154;48.9431393291455;2.1594704664795485;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;78;11;25;78586;Yvelines;Ile-de-France;Versailles;48.9431393291,2.15947046648;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1999-09-01
0783547G;Collège international;COLLEGE;INTERNATIONAL;Public;Rue DU FER A CHEVAL;;5230;78104;ST GERMAIN EN LAYE CEDEX;Saint-Germain-en-Laye;631180.3;6866473.3;EPSG:2154;48.894586440047256;2.06135997186543;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;78;11;25;78551;Yvelines;Ile-de-France;Versailles;48.89458644,2.06135997187;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2005-09-01
0910009R;Collège Louis Pasteur;COLLEGE;LOUIS PASTEUR;Public;18 RUE DE SOULINS;;82;91805;BRUNOY CEDEX;Brunoy;662871.5;6844828.8;EPSG:2154;48.702534927554716;2.4954693801720236;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91114;Essonne;Ile-de-France;Versailles;48.7025349276,2.49546938017;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910017Z;Collège André Maurois;COLLEGE;ANDRE MAUROIS;Public;8 rue DE MAUREGARD;;;91360;EPINAY SUR ORGE;Epinay-sur-Orge;650017.4;6842307.2;EPSG:2154;48.678988608280235;2.3211000840055718;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91216;Essonne;Ile-de-France;Versailles;48.6789886083,2.32110008401;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910028L;Collège Michel Vignaud;COLLEGE;MICHEL VIGNAUD;Public;Route D ARPAJON;;;91470;LIMOURS;Limours;632475.4;6838439.0;EPSG:2154;48.64260288255511;2.083460380851894;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91338;Essonne;Ile-de-France;Versailles;48.6426028826,2.08346038085;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910041A;Collège Michel Vignaud;COLLEGE;MICHEL VIGNAUD;Public;3  RUE JACK ERASTE;;60;91421;MORANGIS CEDEX;Morangis;651012.6;6844987.1;EPSG:2154;48.70316833524992;2.3343101009760923;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91432;Essonne;Ile-de-France;Versailles;48.7031683352,2.33431010098;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910049J;Collège Albert Camus;COLLEGE;ALBERT CAMUS;Public;72 route DE GRIGNY;;;91130;RIS ORANGIS;Ris-Orangis;655883.9;6839302.1;EPSG:2154;48.65238645663789;2.4010894641725207;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91521;Essonne;Ile-de-France;Versailles;48.6523864566,2.40108946417;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910056S;Collège Olivier de Serres;COLLEGE;OLIVIER DE SERRES;Public;20 avenue OLIVIER DE SERRES;;;91170;VIRY CHATILLON;Viry-Châtillon;653487.7;6839771.3;EPSG:2154;48.656438762141285;2.3685095875607707;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91687;Essonne;Ile-de-France;Versailles;48.6564387621,2.36850958756;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910622G;Lycée polyvalent Geoffroy-Saint-Hilaire;LYCEE POLYVALENT;GEOFFROY-SAINT-HILAIRE;Public;4 avenue GEOFFROY SAINT HILAIRE;;;91150;ETAMPES;Etampes;637043.2;6815444.8;EPSG:2154;48.436228440665666;2.1488203153601013;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;91;11;25;91223;Essonne;Ile-de-France;Versailles;48.4362284407,2.14882031536;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0910625K;Lycée général et technologique Rosa Parks;LYCEE GENERAL ET TECHNOLOGIQUE;ROSA PARKS;Public;2 place DE L EUROPE;;;91230;MONTGERON;Montgeron;659542.3;6845256.7;EPSG:2154;48.70618363737047;2.450190565273987;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;91;11;25;91421;Essonne;Ile-de-France;Versailles;48.7061836374,2.45019056527;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1946-10-03
0910716J;Collège Jean Mermoz;COLLEGE;JEAN MERMOZ;Public;7  AVENUE OUZILLEAU;;;91600;SAVIGNY SUR ORGE;Savigny-sur-Orge;651515.6;6841590.1;EPSG:2154;48.67265290925389;2.3415299863420467;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91589;Essonne;Ile-de-France;Versailles;48.6726529093,2.34152998634;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-12-27
0910775Y;Collège Nicolas Boileau;COLLEGE;NICOLAS BOILEAU;Public;1 rue SAINT SAENS;;;91240;ST MICHEL SUR ORGE;Saint-Michel-sur-Orge;649707.1;6837666.0;EPSG:2154;48.63721961605008;2.317430493617488;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91570;Essonne;Ile-de-France;Versailles;48.6372196161,2.31743049362;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-24
0910859P;Collège Gérard Philipe;COLLEGE;GERARD PHILIPE;Public;9 rue DES MIGNEAUX;;;91300;MASSY;Massy;646113.1;6848590.1;EPSG:2154;48.735183303972576;2.2672801147486927;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91377;Essonne;Ile-de-France;Versailles;48.735183304,2.26728011475;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-07-09
0911025V;Collège Jean Lurcat;COLLEGE;JEAN LURCAT;Public;Avenue DE L AUNETTE;;;91130;RIS ORANGIS;Ris-Orangis;656540.9;6837802.9;EPSG:2154;48.638946236515814;2.4101604483366184;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91521;Essonne;Ile-de-France;Versailles;48.6389462365,2.41016044834;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-20
0911034E;Collège César Franck;COLLEGE;CESAR FRANCK;Public;13 rue CESAR FRANCK;;;91120;PALAISEAU;Palaiseau;643879.1;6846731.1;EPSG:2154;48.71827348542352;2.237149649253247;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91477;Essonne;Ile-de-France;Versailles;48.7182734854,2.23714964925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-20
0911038J;Collège Paul Bert;COLLEGE;PAUL BERT;Public;2 rue de la Liberté;;;91600;SAVIGNY SUR ORGE;Savigny-sur-Orge;652133.8;6842170.4;EPSG:2154;48.67791838943019;2.349860534030831;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91589;Essonne;Ile-de-France;Versailles;48.6779183894,2.34986053403;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-20
0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;LPO LYCEE DES METIERS;CHARLES BAUDELAIRE;Public;Avenue de la Liberté;EVRY;;91080;EVRY COURCOURONNES;Evry-Courcouronnes;633846.6;6840371.3;EPSG:2154;48.66012413631667;2.101772290422804;Mauvaise;Lieu-dit;306;LYCEE POLYVALENT;1;OUVERT;91;11;25;91228;Essonne;Ile-de-France;Versailles;48.6601241363,2.10177229042;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-21
0911341N;Collège La Tuilerie;COLLEGE;LA TUILERIE;Public;Avenue Charles de Gaulle;;;91250;ST GERMAIN LES CORBEIL;Saint-Germain-lès-Corbeil;662601.0;6835480.6;EPSG:2154;48.618436418068434;2.4926099693575;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91553;Essonne;Ile-de-France;Versailles;48.6184364181,2.49260996936;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-29
0911345T;Collège Paul Fort;COLLEGE;PAUL FORT;Public;35  RUE DE LA PLAINE;;40016;91310;MONTLHERY;Montlhéry;646884.3;6837926.9;EPSG:2154;48.639340649795784;2.279089519136617;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;91;11;25;91425;Essonne;Ile-de-France;Versailles;48.6393406498,2.27908951914;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-29
0911444A;Collège Montesquieu;COLLEGE;MONTESQUIEU;Public;Avenue de la Liberté;EVRY;;91000;EVRY COURCOURONNES;Evry-Courcouronnes;658274.3;6838128.1;EPSG:2154;48.64198544522188;2.4336541779280365;Correcte;Rue;340;COLLEGE;1;OUVERT;91;11;25;91228;Essonne;Ile-de-France;Versailles;48.6419854452,2.43365417793;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-04-25
0911927A;Lycée général et technologique Maurice Eliot;LYCEE GENERAL ET TECHNOLOGIQUE;MAURICE ELIOT;Public;Rue DE PROVENCE;;;91860;EPINAY SOUS SENART;Epinay-sous-Sénart;664961.5;6844460.8;EPSG:2154;48.69934176643344;2.5238993499887235;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;91;11;25;91215;Essonne;Ile-de-France;Versailles;48.6993417664,2.52389934999;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1988-09-01
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;LPO LYCEE DES METIERS;GASPARD MONGE;Public;1 place GASPARD MONGE;;;91600;SAVIGNY SUR ORGE;Savigny-sur-Orge;652752.7;6842043.9;EPSG:2154;48.676826145529596;2.3582802925482436;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;91;11;25;91589;Essonne;Ile-de-France;Versailles;48.6768261455,2.35828029255;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
0912173T;Collège Galilée;COLLEGE;GALILEE;Public;10 place DES FEDERES;EVRY COURCOURONNES;149;91000;EVRY COURCOURONNES;Evry-Courcouronnes;659099.4;6835626.3;EPSG:2154;48.6195351009521;2.445091574390947;Correcte;Rue;340;COLLEGE;1;OUVERT;91;11;25;91228;Essonne;Ile-de-France;Versailles;48.619535101,2.44509157439;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-09-01
0912425S;Ecole Primaire Saint Exupery;ECOLE ELEMENTAIRE PUBLIQUE;SAINT EXUPERY;Public;Rue des cygnes;;;91280;ST PIERRE DU PERRAY;Saint-Pierre-du-Perray;662900.7;6834855.8;EPSG:2154;48.612833660534385;2.4967298963791316;Mauvaise;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;3;A OUVRIR;91;11;25;91573;Essonne;Ile-de-France;Versailles;48.6128336605,2.49672989638;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2020-09-01
0920068Z;Collège Maison-Blanche;COLLEGE;MAISON-BLANCHE;Public;14  RUE DE LA MAISON BLANCHE;;;92140;CLAMART;Clamart;646394.4;6856103.1;EPSG:2154;48.802775061202546;2.270160639088403;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92023;Hauts-de-Seine;Ile-de-France;Versailles;48.8027750612,2.27016063909;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0920680P;Lycée professionnel Léonard de Vinci;LYCEE PROFESSIONNEL;LEONARD DE VINCI;Public;5 avenue Henri Barbusse;;;92220;BAGNEUX;Bagneux;649156.3;6855617.8;EPSG:2154;48.798634278701975;2.3078198014668634;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;92;11;25;92007;Hauts-de-Seine;Ile-de-France;Versailles;48.7986342787,2.30781980147;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-12-22
0920798T;Lycée général et technologique Rabelais;LYCEE GENERAL ET TECHNOLOGIQUE;RABELAIS;Public;6  RUE GEORGES LANGROGNET;;;92190;MEUDON;Meudon;644172.3;6855936.1;EPSG:2154;48.80108464951649;2.2399305011044324;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;92;11;25;92048;Hauts-de-Seine;Ile-de-France;Versailles;48.8010846495,2.2399305011;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0920881H;Collège Henri Bergson;COLLEGE;HENRI BERGSON;Public;69  RUE DU 19 JANVIER;;;92380;GARCHES;Garches;640795.5;6861466.8;EPSG:2154;48.85052100783119;2.1931906239133334;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92033;Hauts-de-Seine;Ile-de-France;Versailles;48.8505210078,2.19319062391;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0920883K;Collège Claude-Nicolas Ledoux;COLLEGE;CLAUDE-NICOLAS LEDOUX;Public;14  RUE CLAUDE NICOLAS LEDOUX;;;92350;LE PLESSIS ROBINSON;Le Plessis-Robinson;645083.9;6853540.7;EPSG:2154;48.77962028453756;2.252649439464782;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92060;Hauts-de-Seine;Ile-de-France;Versailles;48.7796202845,2.25264943946;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0921156G;Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies;LPO LYCEE DES METIERS;GALILEE;Public;79 avenue Chandon;;;92230;GENNEVILLIERS;Gennevilliers;648993.7;6869250.5;EPSG:2154;48.92121801699799;2.303970387200735;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;92;11;25;92036;Hauts-de-Seine;Ile-de-France;Versailles;48.921218017,2.3039703872;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0921168V;Collège Romain Rolland;COLLEGE;ROMAIN ROLLAND;Public;28 rue DE LA LISETTE;;;92220;BAGNEUX;Bagneux;648615.1;6854887.0;EPSG:2154;48.79201904692184;2.3005404786782155;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92007;Hauts-de-Seine;Ile-de-France;Versailles;48.7920190469,2.30054047868;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0921180H;Collège Masaryk;COLLEGE;MASARYK;Public;1 quater rue Lamartine;;;92290;CHATENAY MALABRY;Châtenay-Malabry;645896.6;6851635.3;EPSG:2154;48.762552736358565;2.2639504933539323;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92019;Hauts-de-Seine;Ile-de-France;Versailles;48.7625527364,2.26395049335;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-21
0921228K;Collège Jean Macé;COLLEGE;JEAN MACE;Public;15  RUE GASTON PAYMAL;;;92110;CLICHY;Clichy;649316.3;6867256.7;EPSG:2154;48.903314442930444;2.308610565112812;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92024;Hauts-de-Seine;Ile-de-France;Versailles;48.9033144429,2.30861056511;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-23
0921235T;Collège Les Martinets;COLLEGE;LES MARTINETS;Public;13 rue DOCTEUR CHARCOT;;;92500;RUEIL MALMAISON;Rueil-Malmaison;639069.6;6865177.3;EPSG:2154;48.88372724776684;2.169140596341216;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92063;Hauts-de-Seine;Ile-de-France;Versailles;48.8837272478,2.16914059634;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-23
0921242A;Collège Evariste Galois;COLLEGE;EVARISTE GALOIS;Public;34  RUE DE FONTENAY;;;92340;BOURG LA REINE;Bourg-la-Reine;649500.2;6854189.9;EPSG:2154;48.785819646675286;2.3126705835367716;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92014;Hauts-de-Seine;Ile-de-France;Versailles;48.7858196467,2.31267058354;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-23
0921244C;Collège de Sèvres;COLLEGE;DE SEVRES;Public;Parvis Charles de Gaulle;;;92310;SEVRES;Sèvres;642236.4;6858480.9;EPSG:2154;48.82379984266881;2.2132305922404503;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92072;Hauts-de-Seine;Ile-de-France;Versailles;48.8237998427,2.21323059224;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-23
0921501G;Collège Marcel Pagnol;COLLEGE;MARCEL PAGNOL;Public;2 rue A DUFAURE;;;92500;RUEIL MALMAISON;Rueil-Malmaison;640348.7;6864193.5;EPSG:2154;48.875000144366695;2.1867195858552457;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92063;Hauts-de-Seine;Ile-de-France;Versailles;48.8750001444,2.18671958586;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-21
0921502H;Collège Malmaison;COLLEGE;MALMAISON;Public;5 rue DU PRINCE EUGENE;;;92500;RUEIL MALMAISON;Rueil-Malmaison;639090.8;6863985.0;EPSG:2154;48.87300745439852;2.1696006362686724;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92063;Hauts-de-Seine;Ile-de-France;Versailles;48.8730074544,2.16960063627;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-21
0921504K;Collège Maurice Genevoix;COLLEGE;MAURICE GENEVOIX;Public;11 rue D ARCUEIL;;381;92120;MONTROUGE;Montrouge;650452.6;6856876.8;EPSG:2154;48.810057736730876;2.3253201635598524;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92049;Hauts-de-Seine;Ile-de-France;Versailles;48.8100577367,2.32532016356;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-21
0921505L;Lycée professionnel Louis Dardenne;LYCEE PROFESSIONNEL;LOUIS DARDENNE;Public;25  RUE LOUIS DARDENNE;;;92170;VANVES;Vanves;647722.9;6858030.2;EPSG:2154;48.820214931836354;2.28801058071011;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;92;11;25;92075;Hauts-de-Seine;Ile-de-France;Versailles;48.8202149318,2.28801058071;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-21
0921507N;Collège François Furet;COLLEGE;FRANCOIS FURET;Public;22 avenue Léon Blum;;;92160;ANTONY;Antony;648346.0;6850903.1;EPSG:2154;48.75616830336077;2.2973601822579175;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92002;Hauts-de-Seine;Ile-de-France;Versailles;48.7561683034,2.29736018226;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-02-21
0921541A;Collège Pasteur;COLLEGE;PASTEUR;Public;40 rue Jean Jaurès;;;92230;GENNEVILLIERS;Gennevilliers;648288.7;6870239.0;EPSG:2154;48.930050620767574;2.294229936263686;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92036;Hauts-de-Seine;Ile-de-France;Versailles;48.9300506208,2.29422993626;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-29
0921550K;Collège Alfred de Vigny;COLLEGE;ALFRED DE VIGNY;Public;18 rue LAMBRECHTS;;;92401;COURBEVOIE CEDEX;Courbevoie;645593.1;6866668.4;EPSG:2154;48.89772025193347;2.257899740661789;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92026;Hauts-de-Seine;Ile-de-France;Versailles;48.8977202519,2.25789974066;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-30
0921555R;Lycée général et technologique Jacques Monod;LYCEE GENERAL ET TECHNOLOGIQUE;JACQUES MONOD;Public;46 RUE DU FORT;;;92140;CLAMART;Clamart;646496.4;6855302.6;EPSG:2154;48.79558440597441;2.271649816232977;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;92;11;25;92023;Hauts-de-Seine;Ile-de-France;Versailles;48.795584406,2.27164981623;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-30
0921592F;Lycée professionnel Les Cotes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie;LP LYCEE DES METIERS;LES COTES DE VILLEBON;Public;3 rue HENRI ETLIN;;;92360;MEUDON;Meudon;642732.3;6855241.3;EPSG:2154;48.7947098783629;2.2204201822242338;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;92;11;25;92048;Hauts-de-Seine;Ile-de-France;Versailles;48.7947098784,2.22042018222;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-03-20
0921778H;Collège Joliot-Curie;COLLEGE;JOLIOT CURIE;Public;63 rue de Verdun;;;92220;BAGNEUX;Bagneux;649771.0;6856029.2;EPSG:2154;48.802382299288986;2.3161393300177355;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92007;Hauts-de-Seine;Ile-de-France;Versailles;48.8023822993,2.31613933002;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-15
0921781L;Collège Théophile Gautier;COLLEGE;THEOPHILE GAUTIER;Public;39 rue DE LONGCHAMP;;;92200;NEUILLY SUR SEINE;Neuilly-sur-Seine;645446.6;6864972.6;EPSG:2154;48.88245830949526;2.256119523097164;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92051;Hauts-de-Seine;Ile-de-France;Versailles;48.8824583095,2.2561195231;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-14
0921786S;Collège Descartes;COLLEGE;DESCARTES;Public;22 RUE PIERRE GILLES DE GENNES;;;92160;ANTONY;Antony;649669.2;6850131.6;EPSG:2154;48.74933420773505;2.315449492029539;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92002;Hauts-de-Seine;Ile-de-France;Versailles;48.7493342077,2.31544949203;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-14
0922020W;Collège Les Renardières;COLLEGE;LES RENARDIERES;Public;13 avenue d'Alsace;;;92400;COURBEVOIE;Courbevoie;644956.5;6865948.1;EPSG:2154;48.89118884137813;2.2493105525724175;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;92;11;25;92026;Hauts-de-Seine;Ile-de-France;Versailles;48.8911888414,2.24931055257;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1983-09-01
